#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
EVT_130613_ACTA;ユーゴにダルマチアの割譲を要求する;;;;;;;;;;X
EVT_130613_ACTB;ドイツと同盟を結び、将来に備えるのだ;;;;;;;;;;X
EVT_130613_ACTC;その必要は無い;;;;;;;;;;X
EVT_130614_NAME;イタリアのダルマチア割譲要求;;;;;;;;;;X
EVT_130614_DESC;イタリアから彼らが主張する「未回収のイタリア」の一地域であるダルマチアの割譲が求められてきている。我が国の力となってくれたであろう英仏は、今や自国の防衛で精一杯であり、我が国に援軍を派遣する余裕はないであろう。イタリアの要求は言語道断なものであり、到底受け入れられるものではないが、イタリアの要求を拒絶した場合、我が国独力でイタリアに対抗しなければならなくなる公算が大きい。この難局に対し、我が国は果たしてどのように対応するべきであろうか。;;;;;;;;;;X
EVT_130614_ACTA;ふざけるな！;;;;;;;;;;X
EVT_130614_ACTB;受け入れざるを得ないだろう;;;;;;;;;;X
EVT_130615_NAME;ユーゴが要求を拒否！;;;;;;;;;;X
EVT_130615_DESC;ユーゴスラビアは我が国の正当な主張である、ダルマチア地方の返還要求を拒絶した。彼らにはその愚かな決断の代償を支払ってもらう必要があるだろう。;;;;;;;;;;X
EVT_130615_ACTA;ならば国ごと頂こう;;;;;;;;;;X
EVT_130615_ACTB;仕方があるまい;;;;;;;;;;X
EVT_130616_NAME;ユーゴが要求を受諾;;;;;;;;;;X
EVT_130616_DESC;ユーゴスラビアは我が国の正当な主張である、ダルマチア地方の返還要求を受諾した。我々はまた大ローマの復興に一歩近づいたのである！;;;;;;;;;;X
EVT_130616_ACTA;イタリア万歳！;;;;;;;;;;X
EVT_130620_NAME;地中海の封鎖;;;;;;;;;;X
EVT_130620_DESC;今や地中海は枢軸の巨大なバスタブと化している。スエズとジブラルタル、地中海沿岸の主要な拠点を制圧したことで、我々は連合国の補給線を断ち、地中海を完全に支配下に置くことが可能である。;;;;;;;;;;X
EVT_130620_ACTA;連合国の補給線を断ち、地中海を制覇する;;;;;;;;;;X
EVT_130621_NAME;地中海の補給線が途絶えた！;;;;;;;;;;X
EVT_130621_DESC;スエズにおいて枢軸の侵攻を食い止めることができなかったため、地中海における補給線が完全に途絶えてしまった。我々の影響下にある地中海の諸島は全て降伏せざるを得ないだろう;;;;;;;;;;X
EVT_130621_ACTA;酷い戦略的敗北だ;;;;;;;;;;X
EVT_130630_NAME;ドイツとの同盟を求める;;;;;;;;;;X
EVT_130630_DESC;1920年3月1日、二重帝国の崩壊に伴い、国王不在のまま、ホルティ・ミクローシュが摂政として統治するハンガリー王国が成立した。しかし、その政策は領土を失った反動から次第に右傾化していった。第一次世界大戦の敗北に伴い領土の過半を失ったハンガリーはドイツに接近して回復を狙った。それにより、1940年8月16日の第二次ウィーン裁定において、ルーマニアからトランシルヴァニアを奪回した。さらなる領土回復のため、またドイツからの圧力もあり、ハンガリーは1940年に枢軸国への参加を求め、大戦に参戦した。;;;;;;;;;;X
EVT_130630_ACTA;枢軸への参加を求めよう;;;;;;;;;;X
EVT_130630_ACTB;戦争に参加する必要はない;;;;;;;;;;X
EVT_130631_NAME;ハンガリーからの提案;;;;;;;;;;X
EVT_130631_DESC;ハンガリーから、我が同盟に参加したいとの申し出があった。ハンガリーが同盟に加われば東方への影響力が増大することが期待できる。;;;;;;;;;;X
EVT_130631_ACTA;新たな同盟国を歓迎しよう！;;;;;;;;;;X
EVT_130631_ACTB;ハンガリーは枢軸に不要だ！;;;;;;;;;;X
EVT_130632_NAME;ドイツがブルガリアに圧力をかける;;;;;;;;;;X
EVT_130632_DESC;ブルガリアは1940年8月16日の第二次ウィーン裁定におけるルーマニアの弱腰につけこみ、イタリアのムッソリーニの後ろ盾を得てルーマニア政府に南ドブルジャ(コンスタンツィア)を要求、これを獲得した。南ドブルジャは1915年のルーマニア攻撃で得た土地でありながら、第一次世界大戦の敗戦により失った領土であった。その後ブルガリアがドイツに接近したことで、1941年3月1日、ドイツ軍はブルガリア王国に進駐して枢軸国に参加させた。;;;;;;;;;;X
EVT_130632_ACTA;ブルガリアに枢軸同盟に加わるよう圧力をかける;;;;;;;;;;X
EVT_130632_ACTB;ブルガリアは枢軸には不要だ;;;;;;;;;;X
EVT_130633_NAME;ドイツがブルガリアに圧力をかける;;;;;;;;;;X
EVT_130633_DESC;ブルガリアは1940年8月16日の第二次ウィーン裁定におけるルーマニアの弱腰につけこみ、イタリアのムッソリーニの後ろ盾を得てルーマニア政府に南ドブルジャ(コンスタンツィア)を要求、これを獲得した。南ドブルジャは1915年のルーマニア攻撃で得た土地でありながら、第一次世界大戦の敗戦により失った領土であった。その後ブルガリアがドイツに接近したことで、1941年3月1日、ドイツ軍はブルガリア王国に進駐して枢軸国に参加させた。;;;;;;;;;;X
EVT_130633_ACTA;枢軸に加わる;;;;;;;;;;X
EVT_130633_ACTB;お断りだ！;;;;;;;;;;X
EVT_130634_NAME;ブルガリアがドイツの圧力に抵抗する;;;;;;;;;;X
EVT_130634_DESC;ブルガリアは我々の枢軸への誘いを蹴った！さて、どうするべきだろうか？;;;;;;;;;;X
EVT_130634_ACTA;宣戦布告だ！;;;;;;;;;;X
EVT_130634_ACTB;ここは引きさがろう！;;;;;;;;;;X
EVT_130635_NAME;ドイツがルーマニアに圧力をかける;;;;;;;;;;X
EVT_130635_DESC;1940年8月16日の第二次ウィーン裁定において、ルーマニアはハンガリーに対してトランシルヴァニアを割譲することを余儀なくされた。すでにソ連に対してベッサラビアを割譲していたルーマニアは国力が減衰し、続くイタリアの後ろ盾を得たブルガリアのコンスタンツァ要求にも屈した。この屈辱的な事態に対して、国民の怒りは無為無策の国王カロル2世に向き、ついに国王は退位に追い込まれた。ルーマニアに対する見返りとしては、軍事使節と銘打たれたドイツ軍がルーマニアに駐在することになり、同国の安全保障の一助となったが、この軍隊が圧力をかけたことで1940年11月23日にルーマニアは三国同盟に加盟、枢軸国の一員として大戦に参加することとなった。;;;;;;;;;;X
EVT_130635_ACTA;ルーマニアに枢軸同盟に加わるよう圧力をかける;;;;;;;;;;X
EVT_130635_ACTB;ルーマニアは枢軸に不要だ;;;;;;;;;;X
EVT_130636_NAME;ドイツがルーマニアに圧力をかける;;;;;;;;;;X
EVT_130636_DESC;1940年8月16日の第二次ウィーン裁定において、ルーマニアはハンガリーに対してトランシルヴァニアを割譲することを余儀なくされた。すでにソ連に対してベッサラビアを割譲していたルーマニアは国力が減衰し、続くイタリアの後ろ盾を得たブルガリアのコンスタンツァ要求にも屈した。この屈辱的な事態に対して、国民の怒りは無為無策の国王カロル2世に向き、ついに国王は退位に追い込まれた。ルーマニアに対する見返りとしては、軍事使節と銘打たれたドイツ軍がルーマニアに駐在することになり、同国の安全保障の一助となったが、この軍隊が圧力をかけたことで1940年11月23日にルーマニアは三国同盟に加盟、枢軸国の一員として大戦に参加することとなった。;;;;;;;;;;X
EVT_130636_ACTA;枢軸に加わる;;;;;;;;;;X
EVT_130636_ACTB;お断りだ！;;;;;;;;;;X
EVT_130637_NAME;ルーマニアがドイツの圧力に抵抗する;;;;;;;;;;X
EVT_130637_DESC;ルーマニアは我々の枢軸への誘いを蹴った！さて、どうするべきだろうか？;;;;;;;;;;X
EVT_130637_ACTA;宣戦布告だ！;;;;;;;;;;X
EVT_130637_ACTB;ここは引きさがろう！;;;;;;;;;;X
EVT_130640_NAME;バルボとアビシニア危機;;;;;;;;;;x
EVT_130640_DESC;1935年にアビシニア問題が悪化すると、バルボは英軍の参戦を危惧してエジプトとスーダンを攻撃する為の戦力を準備した。ムッソリーニが明確にエチオピアを征服する意図を明らかにすると、イタリアとイギリスの関係は実際に緊張した状態に入っていた。アビシニア問題に絡んでイギリスの権益と軍隊に対する防衛策として、イギリスは地中海海軍とエジプト駐留軍の増強を始めた。更にスエズ運河が封鎖されればそもそもエチオピアに陸軍を送り込めなくなると考えたバルボはリビアの戦力増強に努めた。こうした動きの背景にはムッソリーニに対して圧力を掛ける狙いもあった。3個師団と700機の航空機が援軍として到来すると、バルボは著名な地理学者ラシロ・アルマシーからエジプトとスーダンに進むことの実現可能性に関して調査を依頼したと言われる。1935年9月1日時点で地理的状況を把握した上で適切な軍配置を終了したバルボは、イギリス軍に対する奇襲攻撃を計画した。この時、イギリス情報部は怠慢から全くバルボの動きを把握せず、前線部隊に展開した英軍部隊は油断しきった状態にあった。しかしイギリスとの戦争を無謀と判断したムッソリーニは、ロンドンにバルボの部隊配置を教える事でバルボの行動を中止に追い込んだ。;;;;;;;;;;x
EVT_130640_ACTA;バルボの計画は無謀すぎる;;;;;;;;;;X
EVT_130640_ACTB;バルボを信じ、イギリスに奇襲をかけるのだ！;;;;;;;;;;X
EVT_130641_NAME;スエズ運河制圧;;;;;;;;;;x
EVT_130641_DESC;イタリア軍がスエズ運河を制圧したことにより、英国は中東・アジア植民地との連絡を絶たれることとなった。これはイタリアの東アフリカにおける軍事行動に対し、英国が有効な対抗手段を講じることが非常に難しくなったことを意味する。今こそ懸案であったアビシニアに侵攻し、東アフリカにおけるイタリアの覇権を確立すべき時である。進め軍よ、アジスアベバにイタリア国旗を打ち立てるのだ！;;;;;;;;;;x
EVT_130641_ACTA;一気にアビシニアへ！;;;;;;;;;;X
EVT_130641_ACTB;対英戦に集中するのだ;;;;;;;;;;X
EVT_130650_NAME;ハンガリーにおける旧領復古への願い;;;;;;;;;;x
EVT_130650_DESC;ハンガリーは旧領を取り戻すためにドイツとの同盟を望み、ドイツはそれを受諾した。ダンツィヒ危機を乗り越えて奇妙な平和を享受している欧州で、ハンガリーは北方の旧領――すなわちスロヴァキアを手中に収めることを願った。そこで、ドイツにはチェコを渡すという条件で、ハンガリーはドイツと共に侵攻する事を提案した。現状ドイツ国防軍は手空きであるのだから、全方向から攻撃すれば彼らを第一次大戦以前の形に戻すのは容易なはずだ。;;;;;;;;;;x
EVT_130650_ACTA;チェコスロバキアの分割をドイツに提案する;;;;;;;;;;X
EVT_130650_ACTB;欧州の中立国に手を出せば何が起こるか、考えれば分かることだ！;;;;;;;;;;X
EVT_130651_ACTA;よろしい……我々も連中を疎ましく思っていたところだ！;;;;;;;;;;X
EVT_130651_ACTB;まず国境沿いで示威し、彼らの反応を見よう;;;;;;;;;;X
EVT_130651_ACTC;我々がプラハへ銃を向ければ連合軍は我々を攻撃するだろう;;;;;;;;;;X
EVT_130652_NAME;チェコスロバキア存続の危機;;;;;;;;;;x
EVT_130652_DESC;ダンツィヒ危機を超えた枢軸国の欲望は留まることを知らない。今度こそ彼らは我々を滅ぼそうとしているのだ！　我々は取ることのできるあらゆる手段を講じて、我々と欧州の平和を守らなければならない！;;;;;;;;;;x
EVT_130652_ACTA;イギリスに同盟を求める;;;;;;;;;;X
EVT_130652_ACTB;自分の身は自分で守るしか無い;;;;;;;;;;X
EVT_130652_ACTC;降伏するしかない！（ゲーム終了）;;;;;;;;;;X
EVT_130653_NAME;チェコスロバキアが同盟を求める;;;;;;;;;;x
EVT_130653_DESC;枢軸国の圧力にさらされているチェコスロバキアは我々との同盟を求めている。既にポーランドは枢軸国に屈した後で、我々への完全に信頼は失われているものの、単純にチェコスロバキアには他に助かる「可能性がある」道がないのである。ただし、我々がチェコスロバキアとの同盟を受諾するというのは即座の戦争を意味しうることでも在るのだ。;;;;;;;;;;x
EVT_130653_ACTA;チェコスロバキアは守られねばならない;;;;;;;;;;X
EVT_130654_NAME;英仏軍、動員;;;;;;;;;;x
EVT_130654_DESC;チェコスロバキアの危機を受けて、連合軍は彼らを同盟に招き入れてあくまで抵抗するつもりであるようだ。つまり、ここでなおも我々が進むならば、このハンガリーの旧領を巡る戦いは欧州全体の戦いへと変わることを意味する。……ハンガリーとの関係は、そこまでして保たねばならないものだろうか？;;;;;;;;;;x
EVT_130654_ACTA;世界大戦を起こすほどのものではない！;;;;;;;;;;X
EVT_130654_ACTB;連合軍なにするものぞ;;;;;;;;;;X
EVT_130655_NAME;孤立無援のチェコスロバキア;;;;;;;;;;x
EVT_130655_DESC;今日、耳を疑うような知らせが届いた。ドイツが東欧諸国に無理な領土要求を押しつけているにもかかわらず、イギリス政府は我が国と同盟を結ぶ可能性を完全に否定した。つまりイギリスにはドイツの暴挙を止める意思がないのだ。今日は我が国にとって史上最悪の日だ。ポーランドは孤立無援となった。明日を生き残るために我々は何をすべきかよく考える必要がある。;;;;;;;;;;x
EVT_130740_NAME;皇帝の帰還;;;;;;;;;;X
EVT_130740_DESC;エチオピアを征服したイタリアは、征服したエチオピアとイタリア領ソマリア、エリトリアを併せた東アフリカ帝国（エチオピア帝国）を建国した。皇帝（ネグサ・ナガスト、王の中の王を意味する）にはイタリア国王でもあったヴィットーリオ・エマヌエーレ3世が即位した。その後イタリアが第二次世界大戦に参戦すると、周囲のイギリス植民地との戦いが始まる。一時はケニアやスーダンへイタリア軍の攻勢が行われ、1940年8月にはイギリス領ソマリランドを占領した。しかし1941年初頭よりイギリス軍の反撃が開始されるとイタリア軍は劣勢となり、1941年5月5日にはハイレ・セラシエ1世が首都に再入城。1941年11月28日にはエチオピア内の全イタリア軍が降伏した。1943年には、連合国へのイタリアの降伏に伴い、既に名目上の皇帝となっていたヴィットーリオ・エマヌエーレ3世が退位し、エチオピアは再びエチオピア帝国として独立した。;;;;;;;;;;X
EVT_130740_ACTA;エチオピアの主権を取り戻そう;;;;;;;;;;X
EVT_130740_ACTB;エチオピアは我が国が直轄統治する;;;;;;;;;;X
EVT_130747_NAME;ドイツ・アフリカ軍団の派遣;;;;;;;;;;X
EVT_130747_DESC;1940年9月イタリア領リビアに駐留するイタリア軍は、ローマ帝国の再来を夢見てイギリス領エジプトへの侵攻を開始した。しかし、攻勢は12月からイギリス軍の反撃により頓挫し、1941年1月イギリス軍は逆にリビアのキレナイカ地方を占領し、2月6日にはベンガジを占領する。このイタリア軍の敗北を受けて、ドイツ国防軍最高司令部は地中海・アフリカ方面へ兵力を展開することを決定し、エルヴィン・ロンメルを指揮官としてこの軍団をドイツアフリカ軍団と名づけ、イタリア軍救援のために派遣した。;;;;;;;;;;X
EVT_130747_ACTA;派遣しよう;;;;;;;;;;X
EVT_130747_ACTB;イタリアに構っている暇はない;;;;;;;;;;X
EVT_130750_NAME;アイアンクラッド作戦;;;;;;;;;;X
EVT_130750_DESC;マダガスカル島がヴィシー政権に押さえられている1942年の段階において、アフリカの戦線は枢軸優位に推移していた。アフリカ東岸のマダガスカル島はヴィシー政権の影響下にあったが、連合軍はこの島に注目した。すなわち、この港や飛行場が日本軍に占拠されると、連合国軍のヨーロッパと中東及びインド、オーストラリア方面との補給路が絶たれる恐れがあった。最悪の場合アフリカ東海岸やペルシアが日本軍の脅威にさらされることが予想されたため、この島を抑えることは極めて重要と考えれられた。結果的に1942年9月10日、連合国軍のマジュンガへの上陸によりマダガスカルは陥落した。;;;;;;;;;;X
EVT_130750_ACTA;マダガスカル制圧作戦を実行する;;;;;;;;;;X
EVT_130750_ACTB;作戦を中止する;;;;;;;;;;X
EVT_130748_NAME;アイアンクラッド作戦―マダガスカル喪失;;;;;;;;;;X
EVT_130748_DESC;マダガスカル島がヴィシー政権に押さえられている1942年の段階において、アフリカの戦線は枢軸優位に推移していた。アフリカ東岸のマダガスカル島はヴィシー政権の影響下にあったが、連合軍はこの島に注目した。すなわち、この港や飛行場が日本軍に占拠されると、連合国軍のヨーロッパと中東及びインド、オーストラリア方面との補給路が絶たれる恐れがあった。最悪の場合アフリカ東海岸やペルシアが日本軍の脅威にさらされることが予想されたため、この島を抑えることは極めて重要と考えれられた。結果的に1942年9月10日、連合国軍のマジュンガへの上陸によりマダガスカルは陥落した。;;;;;;;;;;X
EVT_130748_ACTA;しまった！;;;;;;;;;;X
EVT_130749_NAME;アイアンクラッド作戦―成功;;;;;;;;;;X
EVT_130749_DESC;マダガスカル攻略作戦が成功し、現地政府は現在連合軍の影響下にある。同島は自由フランスの支配権を認めることとなる。;;;;;;;;;;X
EVT_130749_ACTA;OK;;;;;;;;;;X
EVT_130751_NAME;英埃条約 ― エジプト独立;;;;;;;;;;X
EVT_130751_DESC;イタリアのエチオピア侵攻に際し、ファルーク国王に率いられたエジプト政府は、現地政権の影響力拡大をイギリスに求めた。これに対しイギリスは、1936年に英埃条約を結ぶことにした。イギリスは、在エジプト英軍の縮小を認め、スエズ運河以外の全エジプトから撤退することとなった。しかしながらスエズ運河やスーダンの支配権は概ね維持するなど、エジプト政府に対する大きな政治的影響力は引き続き維持していた。;;;;;;;;;;X
EVT_130751_ACTA;しかたあるまい;;;;;;;;;;X
EVT_130752_NAME;英埃条約 ― エジプトへの影響力;;;;;;;;;;X
EVT_130752_DESC;イタリアのエチオピア侵攻に際し、ファルーク国王に率いられたエジプト政府は、現地政権の影響力拡大をイギリスに求めた。これに対しイギリスは、1936年に英埃条約を結ぶことにした。イギリスは、在エジプト英軍の縮小を認め、スエズ運河以外の全エジプトから撤退することとなった。しかしながらスエズ運河やスーダンの支配権は概ね維持するなど、エジプト政府に対する大きな政治的影響力は引き続き維持していた。;;;;;;;;;;X
EVT_130752_ACTA;スエズを手放すわけにはいかない;;;;;;;;;;X
EVT_130753_NAME;英埃条約 ― エジプトへの影響力;;;;;;;;;;X
EVT_130753_DESC;イタリアのエチオピア侵攻に際し、ファルーク国王に率いられたエジプト政府は、現地政権の影響力拡大をイギリスに求めた。これに対しイギリスは、1936年に英埃条約を結ぶことにした。イギリスは、在エジプト英軍の縮小を認め、スエズ運河以外の全エジプトから撤退することとなった。しかしながらスエズ運河やスーダンの支配権は概ね維持するなど、エジプト政府に対する大きな政治的影響力は引き続き維持していた。;;;;;;;;;;X
EVT_130753_ACTA;独立！;;;;;;;;;;X
EVT_130754_NAME;エジプトと枢軸;;;;;;;;;;X
EVT_130754_DESC;枢軸軍はエジプトの奥深くにまで侵攻しており、北アフリカ戦線が枢軸優位に推移していることは誰の目にも明らかだった。イギリスの圧政からの解放、ロンメルの圧倒的な強さはエジプト人民の支持を捉え、ついにエジプト政府はイギリスを見限って枢軸につくことを決断した。;;;;;;;;;;X
EVT_130754_ACTA;叛乱だ！;;;;;;;;;;X
EVT_130754_ACTB;裏切りは罪だ！;;;;;;;;;;X
EVT_130755_NAME;枢軸陣営のエジプト;;;;;;;;;;X
EVT_130755_DESC;枢軸軍はエジプトの奥深くにまで侵攻しており、北アフリカ戦線が枢軸優位に推移していることは誰の目にも明らかだった。イギリスの圧政からの解放、ロンメルの圧倒的な強さはエジプト人民の支持を捉え、ついにエジプト政府はイギリスを見限って枢軸につくことを決断した。;;;;;;;;;;X
EVT_130755_ACTA;素晴らしい！英軍は混乱しているぞ;;;;;;;;;;X
EVT_130756_NAME;エジプトと枢軸;;;;;;;;;;X
EVT_130756_DESC;枢軸軍はエジプトの奥深くにまで侵攻しており、北アフリカ戦線が枢軸優位に推移していることは誰の目にも明らかだった。イギリスの圧政からの解放、ロンメルの圧倒的な強さはエジプト人民の支持を捉え、ついにエジプト政府はイギリスを見限って枢軸につくことを決断した。;;;;;;;;;;X
EVT_130756_ACTA;叛乱だ！;;;;;;;;;;X
EVT_130756_ACTB;裏切りは罪だ！;;;;;;;;;;X
EVT_130757_NAME;枢軸陣営のエジプト;;;;;;;;;;X
EVT_130757_DESC;枢軸軍はエジプトの奥深くにまで侵攻しており、北アフリカ戦線が枢軸優位に推移していることは誰の目にも明らかだった。イギリスの圧政からの解放、ロンメルの圧倒的な強さはエジプト人民の支持を捉え、ついにエジプト政府はイギリスを見限って枢軸につくことを決断した。;;;;;;;;;;X
EVT_130757_ACTA;素晴らしい！英軍は混乱しているぞ;;;;;;;;;;X
EVT_130758_NAME;エジプトの叛乱;;;;;;;;;;X
EVT_130758_DESC;枢軸軍はエジプトの奥深くにまで侵攻しており、北アフリカ戦線が枢軸優位に推移していることは誰の目にも明らかだった。イギリスの圧政からの解放、ロンメルの圧倒的な強さはエジプト人民の支持を捉え、ついにエジプト政府はイギリスを見限って枢軸につくことを決断した。;;;;;;;;;;X
EVT_130758_ACTA;なんてことだ！;;;;;;;;;;X
EVT_130760_NAME;ゴールデン・スクエア反乱;;;;;;;;;;X
EVT_130760_DESC;北アフリカ戦線でのイギリスの勝利により、1941年1月末以来親英派のヌーリー・アッ＝サイードがイラク首相の地位を保持していた。しかし1941年3月末、ゴールデンスクエアと呼ばれるアラブ民族主義者4人組が決起し、ヌーリー・アッ＝サイードは退陣させられた。王政は転覆されなかったが、彼らは1930年のイギリス・イラク条約でイラクがイギリスに認めた特権を制限しようとした。;;;;;;;;;;X
EVT_130760_ACTA;叛乱だ！;;;;;;;;;;X
EVT_130760_ACTB;イギリスが必要だ！;;;;;;;;;;X
EVT_130767_ACTA;戦争だ;;;;;;;;;;X
EVT_130767_ACTB;屈服する;;;;;;;;;;X
EVT_130775_NAME;ゴールデン・スクエア反乱;;;;;;;;;;X
EVT_130775_DESC;北アフリカ戦線でのイギリスの勝利により、1941年1月末以来親英派のヌーリー・アッ＝サイードがイラク首相の地位を保持していた。しかし1941年3月末、ゴールデンスクエアと呼ばれるアラブ民族主義者4人組が決起し、ヌーリー・アッ＝サイードは退陣させられた。王政は転覆されなかったが、彼らは1930年のイギリス・イラク条約でイラクがイギリスに認めた特権を制限しようとした。;;;;;;;;;;X
EVT_130775_ACTA;愚か者どもが！;;;;;;;;;;X
EVT_130761_NAME;イギリス・イラク戦争;;;;;;;;;;X
EVT_130761_DESC;1941年3月末のイラク反英派の決起に対して、カイロのイギリス陸軍中東司令部は前首相ヌーリー・アッ＝サイードを保護し、イラクへの侵攻を開始した。イラク軍の装備は貧弱であり、ほぼ一カ月でイラクは再度イギリスに占領された。イギリスのイラク占領は1947年10月26日まで続いた。;;;;;;;;;;X
EVT_130761_ACTA;イラクを制圧しろ！;;;;;;;;;;X
EVT_130761_ACTB;放っておけ;;;;;;;;;;X
EVT_130762_NAME;ハッバニヤ攻囲;;;;;;;;;;X
EVT_130762_DESC;イギリス・イラク戦争において、バグダード西方のハッバニーヤにはイギリス空軍のハッバニーヤ基地が第一の焦点となった。この基地にはイギリス空軍とインド軍が入ったが、4月30日に6,000人からなるイラク軍部隊が南の高地に陣取り、基地に対し陸空の戦力を動かさないよう要求した。英印軍はこれを拒否し、要求の期限となる5月2日早朝にイラク軍に対する爆撃を開始した。;;;;;;;;;;X
EVT_130762_ACTA;叛乱だ！;;;;;;;;;;X
EVT_130765_ACTA;ペルシャに干渉する;;;;;;;;;;X
EVT_130765_ACTB;ペルシャに手を出す必要はない！;;;;;;;;;;X
EVT_130766_ACTA;ペルシャに干渉する;;;;;;;;;;X
EVT_130766_ACTB;ペルシャに手を出す必要はない！;;;;;;;;;;X
EVT_130768_ACTA;神はいずこにい給うや！;;;;;;;;;;X
EVT_130769_NAME;イラン占領;;;;;;;;;;X
EVT_130769_DESC;我が国は英ソの手下としてこの大戦に参加することとなる……。;;;;;;;;;;X
EVT_130769_ACTA;OK;;;;;;;;;;X
EVT_130770_NAME;パレスチナ暴動;;;;;;;;;;X
EVT_130770_DESC;第一次世界大戦の終わりに、中東の大半の地域は連合国の委任統治領となった。イギリスはパレスチナとシリア・レバノンにアラブ国家を建てると約束する一方で、ユダヤ人を味方につけるためにユダヤ国家を建てるとも約束した。この二枚舌外交の結果、多数のユダヤ人がパレスチナに移住し、現地に住むアラブ人の多くを激怒させることとなった。こうしたアラブ人たちの指導者であるハーッジ・ムハンマド・アミーン・アル＝フサイニーは、ユダヤ人の流入を阻止するため、イギリスに対するゼネストを呼びかけた。;;;;;;;;;;X
EVT_130770_ACTA;直ちに鎮圧せよ;;;;;;;;;;X
EVT_130771_NAME;パレスチナ暴動、収束に;;;;;;;;;;X
EVT_130771_DESC;パレスチナで起きたゼネストは沈静化し、暴力行為も収まりだしたようだ……。;;;;;;;;;;X
EVT_130771_ACTA;事態収拾のためピール委員会を派遣しよう;;;;;;;;;;X
EVT_130772_NAME;メルセルケビール海戦;;;;;;;;;;X
EVT_130772_DESC;フランスが降伏したことで、イギリスはフランス海軍が今後の戦争において枢軸軍に参加することを危惧した。フランス艦隊は、その大半が自沈したものの、一部はフランスに帰還し、残りは各地のフランス植民地に分散していたり、英海軍の支配下にあったりした。その中でも最も有力な艦艇が集結しているのが、アルジェリアのメルセルケビール軍港であり、現地のフランス海軍は政府機能の混乱が原因でイギリス海軍への合流を拒否したのである。;;;;;;;;;;X
EVT_130772_ACTA;メルセルケビールを攻撃する;;;;;;;;;;X
EVT_130772_ACTB;事態悪化は避けよう;;;;;;;;;;X
EVT_130773_NAME;メルセルケビール海戦;;;;;;;;;;X
